stringId_A,stringId_B
ENSP00000257770,ENSP00000361965
ENSP00000257770,ENSP00000354532
ENSP00000258341,ENSP00000359085
ENSP00000258341,ENSP00000378431
ENSP00000258341,ENSP00000356515
ENSP00000258341,ENSP00000339328
ENSP00000258341,ENSP00000361850
ENSP00000258341,ENSP00000369677
ENSP00000258341,ENSP00000262407
ENSP00000258341,ENSP00000341189
ENSP00000258341,ENSP00000267082
ENSP00000258341,ENSP00000359077
ENSP00000258341,ENSP00000264741
ENSP00000258341,ENSP00000283249
ENSP00000258341,ENSP00000380227
ENSP00000258341,ENSP00000452786
ENSP00000258341,ENSP00000367316
ENSP00000258341,ENSP00000327290
ENSP00000258341,ENSP00000358310
ENSP00000258341,ENSP00000296585
ENSP00000258341,ENSP00000282588
ENSP00000258341,ENSP00000296181
ENSP00000258341,ENSP00000442600
ENSP00000258341,ENSP00000293379
ENSP00000258341,ENSP00000261023
ENSP00000258341,ENSP00000398632
ENSP00000258341,ENSP00000386896
ENSP00000258341,ENSP00000379350
ENSP00000259206,ENSP00000264657
ENSP00000259371,ENSP00000341905
ENSP00000259371,ENSP00000274376
ENSP00000259371,ENSP00000451828
ENSP00000259526,ENSP00000384273
ENSP00000259607,ENSP00000355627
ENSP00000259607,ENSP00000362680
ENSP00000259607,ENSP00000375086
ENSP00000259607,ENSP00000354416
ENSP00000259607,ENSP00000356792
ENSP00000259607,ENSP00000379140
ENSP00000259607,ENSP00000474412
ENSP00000260356,ENSP00000339730
ENSP00000260356,ENSP00000360882
ENSP00000260356,ENSP00000304408
ENSP00000260356,ENSP00000358310
ENSP00000260356,ENSP00000263253
ENSP00000260356,ENSP00000267082
ENSP00000260356,ENSP00000380227
ENSP00000260356,ENSP00000330382
ENSP00000260356,ENSP00000367316
ENSP00000260356,ENSP00000327290
ENSP00000260356,ENSP00000282588
ENSP00000260356,ENSP00000341189
ENSP00000260356,ENSP00000283249
ENSP00000260356,ENSP00000336829
ENSP00000260356,ENSP00000306099
ENSP00000260356,ENSP00000293379
ENSP00000260356,ENSP00000386896
ENSP00000260356,ENSP00000264741
ENSP00000260356,ENSP00000296181
ENSP00000260356,ENSP00000296585
ENSP00000260356,ENSP00000308938
ENSP00000260356,ENSP00000262407
ENSP00000260356,ENSP00000361818
ENSP00000260356,ENSP00000261023
ENSP00000260356,ENSP00000452786
ENSP00000260356,ENSP00000379350
ENSP00000260356,ENSP00000346839
ENSP00000260356,ENSP00000355361
ENSP00000261023,ENSP00000369581
ENSP00000261023,ENSP00000369677
ENSP00000261023,ENSP00000380638
ENSP00000261023,ENSP00000382697
ENSP00000261023,ENSP00000408695
ENSP00000261023,ENSP00000264741
ENSP00000261023,ENSP00000317985
ENSP00000261023,ENSP00000325527
ENSP00000261023,ENSP00000419446
ENSP00000261023,ENSP00000359077
ENSP00000261023,ENSP00000346300
ENSP00000261023,ENSP00000263923
ENSP00000261023,ENSP00000458162
ENSP00000261023,ENSP00000400175
ENSP00000261023,ENSP00000369889
ENSP00000261023,ENSP00000300574
ENSP00000261023,ENSP00000358866
ENSP00000261023,ENSP00000367316
ENSP00000261023,ENSP00000334008
ENSP00000261023,ENSP00000377941
ENSP00000261023,ENSP00000345347
ENSP00000261023,ENSP00000454623
ENSP00000261023,ENSP00000355361
ENSP00000261023,ENSP00000355896
ENSP00000261023,ENSP00000386896
ENSP00000261023,ENSP00000457421
ENSP00000261023,ENSP00000297268
ENSP00000261023,ENSP00000407685
ENSP00000261023,ENSP00000339730
ENSP00000261023,ENSP00000349252
ENSP00000261023,ENSP00000358310
ENSP00000261023,ENSP00000327290
ENSP00000261023,ENSP00000282588
ENSP00000261023,ENSP00000362680
ENSP00000261023,ENSP00000293379
ENSP00000261023,ENSP00000262407
ENSP00000261023,ENSP00000267082
ENSP00000261023,ENSP00000380227
ENSP00000261023,ENSP00000296585
ENSP00000261023,ENSP00000341189
ENSP00000261023,ENSP00000380948
ENSP00000261023,ENSP00000452786
ENSP00000261023,ENSP00000283249
ENSP00000261023,ENSP00000379350
ENSP00000261023,ENSP00000346839
ENSP00000261023,ENSP00000296181
ENSP00000261590,ENSP00000293373
ENSP00000261590,ENSP00000366283
ENSP00000261590,ENSP00000314067
ENSP00000261590,ENSP00000337907
ENSP00000261590,ENSP00000469413
ENSP00000261590,ENSP00000351209
ENSP00000261590,ENSP00000379350
ENSP00000261590,ENSP00000304283
ENSP00000261590,ENSP00000339467
ENSP00000261590,ENSP00000339191
ENSP00000261590,ENSP00000331678
ENSP00000261590,ENSP00000377508
ENSP00000261769,ENSP00000268613
ENSP00000261769,ENSP00000348461
ENSP00000261769,ENSP00000463325
ENSP00000261769,ENSP00000308938
ENSP00000261769,ENSP00000376457
ENSP00000261769,ENSP00000268603
ENSP00000261769,ENSP00000394496
ENSP00000261769,ENSP00000267082
ENSP00000261769,ENSP00000278572
ENSP00000261769,ENSP00000349436
ENSP00000261769,ENSP00000324806
ENSP00000261769,ENSP00000263735
ENSP00000261769,ENSP00000365569
ENSP00000261769,ENSP00000378368
ENSP00000261769,ENSP00000362680
ENSP00000261769,ENSP00000377508
ENSP00000261769,ENSP00000382004
ENSP00000262158,ENSP00000326031
ENSP00000262158,ENSP00000302625
ENSP00000262158,ENSP00000419465
ENSP00000262158,ENSP00000368104
ENSP00000262158,ENSP00000265165
ENSP00000262158,ENSP00000263253
ENSP00000262158,ENSP00000341551
ENSP00000262158,ENSP00000332973
ENSP00000262158,ENSP00000364683
ENSP00000262158,ENSP00000351905
ENSP00000262407,ENSP00000358723
ENSP00000262407,ENSP00000263253
ENSP00000262407,ENSP00000359077
ENSP00000262407,ENSP00000369677
ENSP00000262407,ENSP00000367316
ENSP00000262407,ENSP00000282588
ENSP00000262407,ENSP00000380227
ENSP00000262407,ENSP00000264741
ENSP00000262407,ENSP00000451828
ENSP00000262407,ENSP00000349252
ENSP00000262407,ENSP00000454623
ENSP00000262407,ENSP00000300574
ENSP00000262407,ENSP00000407685
ENSP00000262407,ENSP00000346300
ENSP00000262407,ENSP00000334008
ENSP00000262407,ENSP00000297268
ENSP00000262407,ENSP00000267082
ENSP00000262407,ENSP00000293379
ENSP00000262407,ENSP00000327290
ENSP00000262407,ENSP00000386896
ENSP00000262407,ENSP00000296181
ENSP00000262407,ENSP00000377941
ENSP00000262407,ENSP00000283249
ENSP00000262407,ENSP00000358310
ENSP00000262407,ENSP00000296585
ENSP00000262407,ENSP00000371958
ENSP00000262407,ENSP00000369889
ENSP00000262407,ENSP00000457421
ENSP00000262407,ENSP00000458162
ENSP00000262407,ENSP00000339730
ENSP00000262407,ENSP00000336829
ENSP00000262407,ENSP00000341189
ENSP00000262407,ENSP00000306099
ENSP00000262407,ENSP00000362680
ENSP00000262407,ENSP00000379350
ENSP00000262407,ENSP00000279227
ENSP00000262407,ENSP00000263686
ENSP00000262407,ENSP00000479860
ENSP00000262407,ENSP00000358866
ENSP00000262407,ENSP00000380948
ENSP00000262407,ENSP00000346839
ENSP00000262407,ENSP00000452786
ENSP00000263253,ENSP00000377508
ENSP00000263253,ENSP00000369554
ENSP00000263253,ENSP00000389814
ENSP00000263253,ENSP00000312652
ENSP00000263253,ENSP00000297268
ENSP00000263253,ENSP00000354558
ENSP00000263253,ENSP00000408695
ENSP00000263253,ENSP00000361423
ENSP00000263253,ENSP00000369581
ENSP00000263253,ENSP00000364163
ENSP00000263253,ENSP00000385523
ENSP00000263253,ENSP00000309591
ENSP00000263253,ENSP00000418915
ENSP00000263253,ENSP00000365380
ENSP00000263253,ENSP00000383042
ENSP00000263253,ENSP00000363804
ENSP00000263253,ENSP00000376436
ENSP00000263253,ENSP00000451828
ENSP00000263253,ENSP00000368632
ENSP00000263253,ENSP00000320147
ENSP00000263253,ENSP00000340330
ENSP00000263253,ENSP00000265165
ENSP00000263253,ENSP00000341551
ENSP00000263253,ENSP00000287820
ENSP00000263253,ENSP00000384273
ENSP00000263253,ENSP00000264657
ENSP00000263253,ENSP00000332973
ENSP00000263341,ENSP00000303231
ENSP00000263341,ENSP00000264657
ENSP00000263341,ENSP00000474412
ENSP00000263341,ENSP00000433623
ENSP00000263341,ENSP00000384273
ENSP00000263341,ENSP00000280357
ENSP00000263341,ENSP00000358997
ENSP00000263341,ENSP00000385675
ENSP00000263341,ENSP00000398698
ENSP00000263645,ENSP00000379350
ENSP00000263645,ENSP00000371958
ENSP00000263686,ENSP00000378431
ENSP00000263686,ENSP00000371958
ENSP00000263686,ENSP00000447730
ENSP00000263686,ENSP00000457421
ENSP00000263686,ENSP00000452786
ENSP00000263710,ENSP00000420321
ENSP00000263710,ENSP00000361423
ENSP00000263923,ENSP00000309591
ENSP00000263923,ENSP00000293373
ENSP00000263923,ENSP00000477725
ENSP00000263923,ENSP00000316338
ENSP00000263923,ENSP00000314067
ENSP00000263923,ENSP00000380638
ENSP00000263923,ENSP00000317985
ENSP00000263923,ENSP00000348461
ENSP00000263923,ENSP00000382697
ENSP00000263923,ENSP00000328777
ENSP00000263923,ENSP00000346300
ENSP00000263923,ENSP00000400175
ENSP00000263923,ENSP00000357392
ENSP00000263923,ENSP00000414303
ENSP00000263923,ENSP00000391826
ENSP00000263923,ENSP00000300574
ENSP00000263923,ENSP00000379350
ENSP00000263923,ENSP00000330382
ENSP00000263923,ENSP00000371067
ENSP00000263923,ENSP00000417273
ENSP00000263923,ENSP00000341189
ENSP00000263923,ENSP00000452786
ENSP00000263923,ENSP00000362680
ENSP00000263923,ENSP00000265371
ENSP00000263923,ENSP00000457421
ENSP00000264094,ENSP00000373783
ENSP00000264094,ENSP00000345008
ENSP00000264246,ENSP00000348461
ENSP00000264246,ENSP00000314067
ENSP00000264246,ENSP00000418447
ENSP00000264246,ENSP00000362680
ENSP00000264246,ENSP00000451828
ENSP00000264246,ENSP00000264657
ENSP00000264246,ENSP00000264832
ENSP00000264246,ENSP00000335062
ENSP00000264246,ENSP00000370989
ENSP00000264246,ENSP00000324890
ENSP00000264431,ENSP00000385450
ENSP00000264431,ENSP00000358723
ENSP00000264436,ENSP00000354532
ENSP00000264436,ENSP00000317985
ENSP00000264436,ENSP00000382697
ENSP00000264657,ENSP00000303231
ENSP00000264657,ENSP00000303507
ENSP00000264657,ENSP00000376475
ENSP00000264657,ENSP00000353408
ENSP00000264657,ENSP00000329991
ENSP00000264657,ENSP00000380948
ENSP00000264657,ENSP00000385451
ENSP00000264657,ENSP00000330382
ENSP00000264657,ENSP00000371798
ENSP00000264657,ENSP00000430684
ENSP00000264657,ENSP00000454623
ENSP00000264657,ENSP00000286301
ENSP00000264657,ENSP00000280357
ENSP00000264657,ENSP00000294728
ENSP00000264657,ENSP00000379350
ENSP00000264657,ENSP00000264832
ENSP00000264657,ENSP00000474412
ENSP00000264657,ENSP00000368632
ENSP00000264657,ENSP00000433623
ENSP00000264657,ENSP00000384371
ENSP00000264657,ENSP00000354558
ENSP00000264657,ENSP00000341189
ENSP00000264657,ENSP00000312652
ENSP00000264657,ENSP00000398698
ENSP00000264657,ENSP00000451828
ENSP00000264657,ENSP00000470788
ENSP00000264657,ENSP00000365380
ENSP00000264657,ENSP00000385675
ENSP00000264657,ENSP00000346839
ENSP00000264657,ENSP00000370989
ENSP00000264657,ENSP00000370698
ENSP00000264657,ENSP00000384273
ENSP00000264657,ENSP00000431885
ENSP00000264657,ENSP00000371067
ENSP00000264657,ENSP00000362680
ENSP00000264710,ENSP00000357564
ENSP00000264741,ENSP00000359077
ENSP00000264741,ENSP00000380227
ENSP00000264741,ENSP00000369677
ENSP00000264741,ENSP00000454623
ENSP00000264741,ENSP00000349252
ENSP00000264741,ENSP00000386896
ENSP00000264741,ENSP00000327290
ENSP00000264741,ENSP00000282588
ENSP00000264741,ENSP00000358310
ENSP00000264741,ENSP00000300574
ENSP00000264741,ENSP00000346300
ENSP00000264741,ENSP00000458162
ENSP00000264741,ENSP00000339730
ENSP00000264741,ENSP00000377941
ENSP00000264741,ENSP00000334008
ENSP00000264741,ENSP00000358866
ENSP00000264741,ENSP00000369889
ENSP00000264741,ENSP00000296585
ENSP00000264741,ENSP00000297268
ENSP00000264741,ENSP00000362680
ENSP00000264741,ENSP00000380948
ENSP00000264741,ENSP00000293379
ENSP00000264741,ENSP00000367316
ENSP00000264741,ENSP00000283249
ENSP00000264741,ENSP00000296181
ENSP00000264741,ENSP00000341189
ENSP00000264741,ENSP00000452786
ENSP00000264741,ENSP00000267082
ENSP00000264741,ENSP00000407685
ENSP00000264741,ENSP00000346839
ENSP00000264741,ENSP00000294728
ENSP00000264741,ENSP00000379350
ENSP00000264832,ENSP00000336829
ENSP00000264832,ENSP00000384273
ENSP00000264832,ENSP00000353408
ENSP00000264832,ENSP00000349252
ENSP00000264832,ENSP00000380948
ENSP00000264972,ENSP00000317985
ENSP00000264972,ENSP00000382697
ENSP00000264972,ENSP00000469413
ENSP00000264972,ENSP00000377508
ENSP00000264972,ENSP00000314067
ENSP00000264972,ENSP00000339191
ENSP00000264972,ENSP00000408146
ENSP00000264972,ENSP00000378786
ENSP00000264972,ENSP00000393566
ENSP00000264972,ENSP00000323280
ENSP00000264972,ENSP00000353099
ENSP00000264972,ENSP00000300574
ENSP00000264972,ENSP00000338171
ENSP00000264972,ENSP00000371219
ENSP00000264972,ENSP00000352833
ENSP00000264972,ENSP00000345731
ENSP00000264972,ENSP00000354566
ENSP00000265016,ENSP00000359085
ENSP00000265016,ENSP00000296350
ENSP00000265016,ENSP00000402584
ENSP00000265016,ENSP00000367202
ENSP00000265016,ENSP00000284240
ENSP00000265016,ENSP00000363092
ENSP00000265016,ENSP00000354532
ENSP00000265165,ENSP00000340330
ENSP00000265165,ENSP00000418915
ENSP00000265165,ENSP00000398632
ENSP00000265165,ENSP00000335320
ENSP00000265165,ENSP00000302625
ENSP00000265165,ENSP00000377508
ENSP00000265165,ENSP00000332973
ENSP00000265165,ENSP00000341551
ENSP00000265371,ENSP00000358866
ENSP00000265371,ENSP00000314067
ENSP00000265371,ENSP00000324806
ENSP00000265371,ENSP00000442736
ENSP00000265371,ENSP00000348461
ENSP00000265371,ENSP00000351905
ENSP00000265371,ENSP00000330382
ENSP00000265371,ENSP00000420321
ENSP00000265371,ENSP00000359077
ENSP00000265562,ENSP00000332973
ENSP00000265562,ENSP00000362680
ENSP00000265734,ENSP00000362680
ENSP00000265734,ENSP00000361423
ENSP00000265734,ENSP00000371067
ENSP00000265734,ENSP00000418915
ENSP00000267082,ENSP00000369677
ENSP00000267082,ENSP00000339191
ENSP00000267082,ENSP00000300574
ENSP00000267082,ENSP00000346300
ENSP00000267082,ENSP00000407685
ENSP00000267082,ENSP00000369889
ENSP00000267082,ENSP00000408695
ENSP00000267082,ENSP00000297268
ENSP00000267082,ENSP00000377941
ENSP00000267082,ENSP00000339730
ENSP00000267082,ENSP00000334008
ENSP00000267082,ENSP00000386896
ENSP00000267082,ENSP00000454623
ENSP00000267082,ENSP00000367316
ENSP00000267082,ENSP00000296181
ENSP00000267082,ENSP00000458162
ENSP00000267082,ENSP00000379350
ENSP00000267082,ENSP00000362680
ENSP00000267082,ENSP00000283249
ENSP00000267082,ENSP00000452786
ENSP00000267082,ENSP00000296585
ENSP00000267082,ENSP00000341189
ENSP00000267082,ENSP00000282588
ENSP00000267082,ENSP00000380948
ENSP00000267082,ENSP00000327290
ENSP00000267082,ENSP00000358310
ENSP00000267082,ENSP00000294728
ENSP00000267082,ENSP00000358866
ENSP00000267082,ENSP00000349252
ENSP00000267082,ENSP00000346839
ENSP00000267082,ENSP00000293379
ENSP00000267082,ENSP00000380227
ENSP00000268603,ENSP00000325527
ENSP00000268603,ENSP00000360882
ENSP00000268603,ENSP00000364000
ENSP00000268603,ENSP00000297268
ENSP00000268603,ENSP00000304408
ENSP00000268603,ENSP00000268613
ENSP00000268603,ENSP00000377508
ENSP00000268603,ENSP00000382004
ENSP00000268613,ENSP00000377508
ENSP00000268613,ENSP00000382004
ENSP00000271638,ENSP00000398632
ENSP00000271638,ENSP00000357801
ENSP00000271638,ENSP00000346032
ENSP00000271638,ENSP00000366109
ENSP00000274063,ENSP00000434034
ENSP00000274063,ENSP00000286201
ENSP00000274063,ENSP00000285018
ENSP00000274063,ENSP00000293549
ENSP00000274063,ENSP00000284523
ENSP00000274376,ENSP00000341905
ENSP00000274376,ENSP00000330382
ENSP00000274376,ENSP00000339191
ENSP00000274376,ENSP00000380638
ENSP00000274376,ENSP00000408695
ENSP00000274376,ENSP00000362680
ENSP00000274376,ENSP00000417273
ENSP00000274376,ENSP00000337451
ENSP00000274376,ENSP00000275815
ENSP00000274376,ENSP00000351209
ENSP00000274376,ENSP00000332118
ENSP00000274376,ENSP00000357392
ENSP00000274376,ENSP00000281821
ENSP00000274376,ENSP00000276297
ENSP00000274376,ENSP00000328777
ENSP00000275815,ENSP00000332118
ENSP00000275815,ENSP00000337451
ENSP00000275815,ENSP00000281821
ENSP00000275815,ENSP00000361423
ENSP00000275815,ENSP00000351209
ENSP00000275815,ENSP00000328777
ENSP00000275815,ENSP00000357392
ENSP00000276297,ENSP00000348461
ENSP00000276297,ENSP00000285735
ENSP00000276297,ENSP00000339191
ENSP00000276297,ENSP00000400175
ENSP00000276440,ENSP00000314067
ENSP00000276440,ENSP00000418447
ENSP00000276440,ENSP00000348461
ENSP00000276440,ENSP00000339467
ENSP00000276440,ENSP00000346300
ENSP00000276440,ENSP00000300574
ENSP00000276440,ENSP00000304283
ENSP00000278198,ENSP00000422533
ENSP00000278198,ENSP00000359085
ENSP00000278572,ENSP00000398803
ENSP00000278572,ENSP00000416255
ENSP00000278572,ENSP00000384273
ENSP00000278927,ENSP00000296387
ENSP00000278927,ENSP00000409544
ENSP00000278927,ENSP00000378577
ENSP00000278927,ENSP00000295522
ENSP00000278927,ENSP00000385477
ENSP00000278927,ENSP00000347379
ENSP00000279227,ENSP00000293373
ENSP00000279227,ENSP00000379350
ENSP00000279227,ENSP00000342858
ENSP00000279227,ENSP00000379975
ENSP00000279227,ENSP00000380948
ENSP00000279227,ENSP00000452786
ENSP00000280357,ENSP00000303231
ENSP00000280357,ENSP00000474412
ENSP00000280357,ENSP00000384273
ENSP00000280357,ENSP00000398698
ENSP00000280357,ENSP00000385675
ENSP00000281821,ENSP00000332118
ENSP00000281821,ENSP00000351209
ENSP00000281821,ENSP00000337451
ENSP00000281821,ENSP00000361423
ENSP00000281821,ENSP00000357392
ENSP00000281821,ENSP00000328777
ENSP00000282020,ENSP00000380638
ENSP00000282588,ENSP00000369677
ENSP00000282588,ENSP00000379616
ENSP00000282588,ENSP00000381949
ENSP00000282588,ENSP00000362776
ENSP00000282588,ENSP00000346300
ENSP00000282588,ENSP00000407685
ENSP00000282588,ENSP00000458162
ENSP00000282588,ENSP00000300574
ENSP00000282588,ENSP00000334008
ENSP00000282588,ENSP00000358866
ENSP00000282588,ENSP00000362680
ENSP00000282588,ENSP00000377941
ENSP00000282588,ENSP00000454623
ENSP00000282588,ENSP00000339730
ENSP00000282588,ENSP00000367316
ENSP00000282588,ENSP00000386896
ENSP00000282588,ENSP00000369889
ENSP00000282588,ENSP00000297268
ENSP00000282588,ENSP00000341189
ENSP00000282588,ENSP00000349252
ENSP00000282588,ENSP00000327290
ENSP00000282588,ENSP00000293379
ENSP00000282588,ENSP00000346839
ENSP00000282588,ENSP00000380227
ENSP00000282588,ENSP00000358310
ENSP00000282588,ENSP00000296585
ENSP00000282588,ENSP00000283249
ENSP00000282588,ENSP00000380948
ENSP00000282588,ENSP00000296181
ENSP00000282588,ENSP00000452786
ENSP00000282588,ENSP00000379350
ENSP00000283147,ENSP00000368104
ENSP00000283228,ENSP00000311005
ENSP00000283249,ENSP00000369677
ENSP00000283249,ENSP00000300574
ENSP00000283249,ENSP00000408695
ENSP00000283249,ENSP00000377941
ENSP00000283249,ENSP00000339191
ENSP00000283249,ENSP00000339730
ENSP00000283249,ENSP00000369889
ENSP00000283249,ENSP00000334008
ENSP00000283249,ENSP00000325527
ENSP00000283249,ENSP00000297268
ENSP00000283249,ENSP00000346300
ENSP00000283249,ENSP00000454623
ENSP00000283249,ENSP00000386896
ENSP00000283249,ENSP00000358866
ENSP00000283249,ENSP00000355896
ENSP00000283249,ENSP00000367316
ENSP00000283249,ENSP00000407685
ENSP00000283249,ENSP00000458162
ENSP00000283249,ENSP00000296181
ENSP00000283249,ENSP00000349252
ENSP00000283249,ENSP00000362680
ENSP00000283249,ENSP00000341189
ENSP00000283249,ENSP00000452786
ENSP00000283249,ENSP00000380948
ENSP00000283249,ENSP00000327290
ENSP00000283249,ENSP00000358310
ENSP00000283249,ENSP00000293379
ENSP00000283249,ENSP00000380227
ENSP00000283249,ENSP00000296585
ENSP00000283249,ENSP00000379350
ENSP00000283249,ENSP00000346839
ENSP00000283285,ENSP00000323280
ENSP00000283285,ENSP00000354566
ENSP00000284240,ENSP00000364000
ENSP00000284240,ENSP00000380948
ENSP00000284523,ENSP00000285018
ENSP00000284523,ENSP00000418447
ENSP00000284523,ENSP00000293549
ENSP00000284523,ENSP00000339191
ENSP00000284523,ENSP00000324806
ENSP00000284523,ENSP00000286201
ENSP00000284523,ENSP00000434034
ENSP00000284878,ENSP00000348635
ENSP00000284981,ENSP00000331746
ENSP00000284981,ENSP00000356574
ENSP00000284981,ENSP00000384273
ENSP00000284981,ENSP00000306099
ENSP00000284981,ENSP00000345347
ENSP00000284981,ENSP00000366109
ENSP00000284981,ENSP00000331544
ENSP00000284981,ENSP00000336829
ENSP00000284981,ENSP00000355627
ENSP00000284981,ENSP00000313391
ENSP00000284981,ENSP00000375629
ENSP00000284981,ENSP00000355896
ENSP00000284981,ENSP00000346839
ENSP00000284981,ENSP00000350425
ENSP00000284981,ENSP00000362680
ENSP00000284981,ENSP00000320866
ENSP00000284981,ENSP00000364210
ENSP00000284981,ENSP00000324806
ENSP00000284981,ENSP00000381448
ENSP00000284981,ENSP00000340330
ENSP00000285018,ENSP00000293549
ENSP00000285018,ENSP00000434034
ENSP00000285018,ENSP00000286201
ENSP00000285735,ENSP00000304283
ENSP00000285735,ENSP00000379616
ENSP00000285735,ENSP00000416523
ENSP00000285735,ENSP00000365569
ENSP00000285735,ENSP00000356319
ENSP00000285735,ENSP00000378368
ENSP00000285735,ENSP00000377508
ENSP00000285735,ENSP00000358770
ENSP00000285735,ENSP00000458162
ENSP00000285735,ENSP00000303507
ENSP00000285735,ENSP00000348461
ENSP00000285735,ENSP00000286827
ENSP00000285735,ENSP00000339191
ENSP00000285735,ENSP00000376457
ENSP00000285735,ENSP00000359552
ENSP00000285735,ENSP00000317985
ENSP00000285735,ENSP00000400175
ENSP00000285735,ENSP00000382697
ENSP00000286201,ENSP00000434034
ENSP00000286201,ENSP00000304283
ENSP00000286201,ENSP00000348461
ENSP00000286201,ENSP00000364683
ENSP00000286201,ENSP00000293549
ENSP00000286301,ENSP00000408146
ENSP00000286301,ENSP00000398890
ENSP00000286301,ENSP00000378786
ENSP00000286301,ENSP00000393566
ENSP00000286301,ENSP00000328777
ENSP00000286301,ENSP00000357392
ENSP00000286301,ENSP00000346300
ENSP00000286301,ENSP00000300574
ENSP00000286301,ENSP00000391826
ENSP00000286301,ENSP00000457421
ENSP00000286301,ENSP00000414303
ENSP00000286301,ENSP00000375629
